dataset,embodiment,text
bridge,widowx,moving the bell paper into the top of the towel
bridge,widowx,unfold the cloth from the middle to the bottom left
bridge,widowx,put the knife on the top of the table.
bridge,widowx,the robot did nothing
bridge,widowx,put pear on plate and blueberry in pot or pan in sink
bridge,widowx,Move pot to space in front of green cloth.
bridge,widowx,move the object on the purple cloth above the bowl
bridge,widowx,put the bread on the top of the green cloth on the right side
bridge,widowx,Move the blue towel to the right near the red spoon.
bridge,widowx,put green squash into pot or pan
bridge,widowx,take the can and put it on the table
bridge,widowx,Put the violet toy in the silver pan.
bridge,widowx,moved the silver pot near the knife.
bridge,widowx,Put the pot behind the cloth.
bridge,widowx,Move spoon to upper right corner of table.
bridge,widowx,moved the can on table sideways
bridge,widowx,put the strawberry into the pot
bridge,widowx,put cup from sink to drying rack
bridge,widowx,put the orange fish between the pot and the fork on the left middle of the table
bridge,widowx,put the green cube on  the tower to the left of the table
bridge,widowx,Move the yellow brush to the left side of the purple towel
bridge,widowx,move the silver pot to the upper right burner
bridge,widowx,mettre le couvercle en argent sur la casserole
bridge,widowx,moved the blue napkin from bottom to top of the right side induction stove burner
bridge,widowx,pick red cube from tower and place it on top of the table
bridge,widowx,put the block on top of the tower
bridge,widowx,close the wooden drawer
bridge,widowx,move the orange fork to the left side of the table
bridge,widowx,moved the can on the bottom right side of the burner
bridge,widowx,remove the white cube from the blue cube and placed it on the table.
bridge,widowx,pick the container from middle and place it on left corner.
bridge,widowx,Move the piece of cake behind the yellow cloth
bridge,widowx,move the object to the middle of the bottom right burner
bridge,widowx,"take the silver pot from the left burner, put it on the right burner"
bridge,widowx,take a cloth and move it to the gas stove
bridge,widowx,Put out the objects of the drawer
bridge,widowx,Move the blue towel to the front right corner of the table
bridge,widowx,fold the cloth from bottom right to the middle
bridge,widowx,put the cylinder in the right side
bridge,widowx,Put the strawberry into cloth
bridge,widowx,Move the blue cloth down to the edge of the table
bridge,widowx,pick up blue object and put between the burners
bridge,widowx,Take pan off cloth and move to back left of stovetop
bridge,widowx,REMOVE BLUE FROM TOP
bridge,widowx,mova o objeto para o lado esquerdo da mesa
bridge,widowx,put the cucumber that is in the orange pot on the table
bridge,widowx,fold task from top left to bottom right
bridge,widowx,put the serving spoon to the yellow cup
bridge,widowx,moved the white object from the drawer to the table
bridge,widowx,move the tide table on the left to its right side
bridge,widowx,remove the yellow block and put in the table
bridge,widowx,move the can to the lower left side of table
bridge,widowx,put the spatula above the orange cloth
bridge,widowx,move the silver pot from the lower left burner to the upper right burner
bridge,widowx,remove the little thing on the upper right burner
bridge,widowx,moved the orange object to the bottom right of the table
bridge,widowx,moved the blue fork on top of the bottom right side burner
bridge,widowx,fold the cloth from bottom left to top right to cover the white figure
bridge,widowx,fold the cloth from the bottom right to the top left
bridge,widowx,move the green object and put in the below and left burner.
bridge,widowx,put blueberry on plate and spoon in pot or pan in sink
bridge,widowx,PICK UP THE SPOON AND PUT NEAR THE ORANGE TOWEL
bridge,widowx,move the potato to the left of the green cloth
bridge,widowx,take the blue object out of the silver pot and put it on the bottom right side of the burner
bridge,widowx,Move the spatula and place it just behind the pan
bridge,widowx,put the cloth on the bottom right of the table
bridge,widowx,Move spatula to center front edge of counter left of yellow cloth
bridge,widowx,fold cloth from top right to center
bridge,widowx,put the lid over the yellow cloth
bridge,widowx,move the red fork to the top right of the stove
bridge,widowx,moved the orange object to the bottom of the table
bridge,widowx,Unfold the cloth from center to bottom right
bridge,widowx,folds the cloth from top to bottom
bridge,widowx,put the blue rectangle on top of the white rectangle
bridge,widowx,put the red arch on top of the yellow rectangular tower
bridge,widowx,move the silver bowl to the top of the right burner
bridge,widowx,Put the red tomato in the pot
bridge,widowx,fold cloth from top right side to left side
bridge,widowx,Pick up and move the towel to the middle bottom of the table
bridge,widowx,Move pot to space left of spatula.
bridge,widowx,remove the yellow knife from the pan.
bridge,widowx,pick up scissors and put into drawer
bridge,widowx,put the blue block on top of the yellow block
bridge,widowx,removed the bag inside the drawer
bridge,widowx,Took and laundered in the washing machine
bridge,widowx,put the top rectangular block on the upper part of the table
bridge,widowx,move the rectangular block on the right side of the table
bridge,widowx,Move the can to the right of the blue fork
bridge,widowx,Move yellow cloth to table's lower left corner.
bridge,widowx,"Pick up pot, move right to place on top of yellow cloth"
bridge,widowx,place the pot above the blue towel
bridge,widowx,take pot cover and place on pot
bridge,widowx,fold the cloth from the top left to the bottom right
bridge,widowx,move the orange pot between the left and right lower burners
bridge,widowx,fold the cloth from the bottom right to the left
bridge,widowx,Move the blue fork behind the yellow cloth
bridge,widowx,Take the egg plant to the top left burner
bridge,widowx,move thje can to the right of the table
bridge,widowx,move the fork int the bottom of the pan
bridge,widowx,Put yellow Cylindrical block above the blue block with circle
bridge,widowx,robot moved cloth to the side of table
bridge,widowx,remove the cylinder and put in table
bridge,widowx,Put the banana on the top edge of the cloth
bridge,widowx,move the bowl to just right of yellow brush
bridge,widowx,move the red bell pepper to the right side of burner
bridge,widowx,Put the broccoli above the pan
bridge,widowx,unfold the cloth the bottom left to the top right
bridge,widowx,move the yellow knife to the right side of the right burner
bridge,widowx,move the cloth to the left burner
bridge,widowx,Remove the corn from the pot to the blue cloth.
bridge,widowx,take the yellow banana out of the pot and put it on top of the table
bridge,widowx,move the yellow duck to the left side of the table
bridge,widowx,Place the drumstick above the green cloth.
bridge,widowx,move the green cube to the left of the table next to the yellow cube
bridge,widowx,"Move the cube on top of the wooden block shaped like a bridge, beside another cube"
bridge,widowx,put the banana to the top of the bottom right burner
bridge,widowx,Move pot on top of the blue cloth in the left corner
bridge,widowx,Place the strawberry inside the pot.
bridge,widowx,move the pot to upper left of oventop
bridge,widowx,move the red spoon onto the right burner
bridge,widowx,Move the green napkin from left end to right end of the table.
bridge,widowx,Place the green vegetable to the right of the yellow cloth.
bridge,widowx,move white object  in the bottom of the right side burner
bridge,widowx,move the bowl to upper right of cooktop
bridge,widowx,take the blue rectangle block from the cylinder and put it in the middle of the table
bridge,widowx,take the cylinder off of the circular block and put it on top side of the table
bridge,widowx,put the pink object between drawner
bridge,widowx,push the blue object to the left side using the blue spoon
bridge,widowx,move the egg to the bottom center of the table
bridge,widowx,put the yellow brush on right side of the burner
bridge,widowx,Place the strawberry in front of the silver bowl
bridge,widowx,move the pot on the lower left of table
bridge,widowx,moved the silver pot to the top of the blue cloth
bridge,widowx,move the blue stuffed toy between the sink and the stove
